software mouseReMoCo;version 1.3.0;isWithLSL false;screenWidth 1902;screenHeight 973;centerX 951;centerY 486;autoStart 3600;cycleMaxNumber 6;cycleDuration 20;borderColor java.awt.Color[r=255,g=255,b=255];textColor java.awt.Color[r=255,g=255,b=255];backgroundColor java.awt.Color[r=0,g=0,b=0];cursorColorRecord java.awt.Color[r=255,g=0,b=0];cursorColorWait java.awt.Color[r=255,g=255,b=0];task circular;cornerX 545;cornerY 80;externalRadius 406;internalRadius 326;borderRadius 1;cursorRadius 16;indexOfDifficulty 48.86179212285402;taskRadius 365.5;taskTolerance 47
2025-12-01 20:50:10.412 +0100

timestamp,mouseX,mouseY,mouseInTarget
1764618655461,665,197,0
1764618655473,662,200,0
1764618655481,660,203,0
1764618655488,657,208,0
1764618655494,655,213,0
1764618655501,653,217,0
1764618655510,651,219,0
1764618655520,649,225,0
1764618655528,645,232,0
1764618655534,644,236,0
1764618655544,640,245,0
1764618655552,639,250,0
1764618655561,638,257,1
1764618655567,634,265,1
1764618655576,632,272,1
1764618655584,631,279,1
1764618655592,628,288,1
1764618655601,627,296,1
1764618655609,626,303,1
1764618655617,625,314,1
1764618655624,622,321,1
1764618655632,621,328,1
1764618655641,617,338,1
1764618655648,615,345,1
1764618655657,615,355,1
1764618655668,613,362,1
1764618655670,612,371,1
1764618655683,610,378,1
1764618655687,609,387,1
1764618655697,609,394,1
1764618655704,607,401,1
1764618655713,607,406,1
1764618655718,607,414,1
1764618655726,607,419,1
1764618655736,607,428,1
1764618655744,607,433,1
1764618655752,607,438,1
1764618655761,607,445,1
1764618655766,607,455,1
1764618655776,607,462,1
1764618655784,607,468,1
1764618655792,607,475,1
1764618655800,606,484,1
1764618655808,606,491,1
1764618655816,604,498,1
1764618655824,603,505,1
1764618655830,601,513,1
1764618655841,601,520,1
1764618655846,601,527,1
1764618655855,601,535,1
1764618655867,601,542,1
1764618655870,601,547,1
1764618655882,601,553,1
1764618655887,601,558,1
1764618655898,601,561,1
1764618655903,601,568,1
1764618655912,603,573,1
1764618655918,604,579,1
1764618655931,604,584,1
1764618655934,604,589,1
1764618655944,605,596,1
1764618655951,606,602,1
1764618655961,608,609,1
1764618655966,609,614,1
1764618655976,611,620,1
1764618655983,614,625,1
1764618655992,616,631,1
1764618656000,618,640,1
1764618656008,621,646,1
1764618656016,622,648,1
1764618656024,624,654,1
1764618656033,627,656,1
1764618656040,628,660,1
1764618656049,632,665,1
1764618656056,636,669,1
1764618656064,639,674,1
1764618656075,642,676,1
1764618656079,650,684,1
1764618656086,653,687,1
1764618656096,655,690,1
1764618656103,662,696,1
1764618656112,666,698,1
1764618656118,672,703,1
1764618656128,676,706,1
1764618656135,682,710,1
1764618656143,689,715,1
1764618656152,697,718,1
1764618656160,704,721,0
1764618656168,713,726,0
1764618656175,724,731,0
1764618656185,732,734,0
1764618656192,743,739,0
1764618656200,752,740,0
1764618656208,759,744,0
1764618656217,768,748,0
1764618656224,775,752,0
1764618656233,783,754,0
1764618656240,787,757,0
1764618656248,794,758,0
1764618656256,798,762,0
1764618656262,802,764,0
1764618656274,804,765,0
1764618656278,808,768,0
1764618656289,809,768,0
1764618656297,811,771,0
1764618656305,814,773,0
1764618656311,820,777,0
1764618656323,820,778,0
1764618656326,824,781,0
1764618656334,827,783,0
1764618656344,829,786,0
1764618656350,833,791,0
1764618656359,835,793,0
1764618656368,838,796,0
1764618656376,839,798,0
1764618656384,839,800,0
1764618656392,842,802,0
1764618656400,844,804,0
1764618656408,848,808,0
1764618656416,851,811,0
1764618656424,852,812,0
1764618656430,854,814,1
1764618656440,857,815,1
1764618656447,861,817,1
1764618656456,867,819,1
1764618656464,872,821,1
1764618656472,878,822,1
1764618656479,883,823,1
1764618656487,887,825,1
1764618656496,894,827,1
1764618656505,900,828,1
1764618656510,907,828,1
1764618656522,915,830,1
1764618656526,921,831,1
1764618656537,928,831,1
1764618656544,936,832,1
1764618656555,946,834,1
1764618656560,952,836,1
1764618656568,959,837,1
1764618656576,969,837,1
1764618656585,978,837,1
1764618656592,988,838,1
1764618656600,998,838,1
1764618656608,1008,838,1
1764618656616,1015,838,1
1764618656624,1023,838,1
1764618656630,1031,838,1
1764618656640,1038,838,1
1764618656648,1045,838,1
1764618656656,1053,838,1
1764618656665,1062,838,1
1764618656672,1069,836,1
1764618656680,1075,834,1
1764618656688,1084,831,1
1764618656695,1091,829,1
1764618656703,1100,825,1
1764618656712,1103,822,1
1764618656719,1110,817,1
1764618656727,1118,812,1
1764618656735,1123,810,1
1764618656743,1131,803,1
1764618656752,1137,800,1
1764618656760,1141,799,1
1764618656767,1147,795,1
1764618656775,1151,793,1
1764618656784,1154,790,1
1764618656792,1159,788,1
1764618656800,1164,783,1
1764618656808,1168,779,1
1764618656817,1171,776,1
1764618656823,1173,773,1
1764618656832,1176,768,1
1764618656840,1182,762,1
1764618656849,1184,759,1
1764618656856,1187,755,1
1764618656866,1193,749,1
1764618656872,1197,744,1
1764618656882,1203,738,1
1764618656887,1206,735,1
1764618656896,1208,730,1
1764618656903,1212,724,1
1764618656912,1215,716,1
1764618656919,1218,712,1
1764618656929,1222,706,1
1764618656934,1224,704,1
1764618656945,1228,698,1
1764618656951,1230,695,1
1764618656959,1232,690,1
1764618656968,1235,684,1
1764618656976,1237,678,1
1764618656985,1239,674,1
1764618656992,1241,669,1
1764618657000,1245,663,1
1764618657008,1247,655,0
1764618657017,1249,650,0
1764618657025,1251,646,0
1764618657032,1255,640,0
1764618657040,1257,634,0
1764618657051,1261,627,0
1764618657054,1263,621,0
1764618657064,1266,612,0
1764618657072,1269,608,0
1764618657082,1270,598,0
1764618657088,1272,591,0
1764618657099,1276,582,0
1764618657103,1280,576,0
1764618657116,1282,569,0
1764618657118,1284,563,0
1764618657128,1286,556,1
1764618657134,1288,549,1
1764618657144,1290,542,1
1764618657151,1292,536,1
1764618657160,1294,531,1
1764618657167,1298,520,1
1764618657175,1300,514,1
1764618657185,1304,507,1
1764618657192,1306,500,1
1764618657201,1311,491,1
1764618657209,1316,483,1
1764618657215,1319,474,1
1764618657224,1321,469,1
1764618657232,1324,460,1
1764618657240,1324,453,1
1764618657252,1327,449,1
1764618657253,1328,443,1
1764618657264,1328,437,1
1764618657272,1329,431,1
1764618657281,1330,426,1
1764618657289,1330,419,1
1764618657295,1333,410,0
1764618657303,1333,405,0
1764618657312,1333,397,0
1764618657320,1333,392,0
1764618657329,1333,385,0
1764618657333,1333,378,0
1764618657343,1331,368,0
1764618657351,1326,362,0
1764618657360,1324,353,0
1764618657368,1318,342,0
1764618657376,1315,333,0
1764618657385,1311,326,0
1764618657392,1307,317,0
1764618657400,1305,310,0
1764618657408,1299,301,0
1764618657414,1294,290,0
1764618657425,1288,284,0
1764618657433,1282,278,0
1764618657440,1276,273,1
1764618657449,1271,268,1
1764618657457,1268,264,1
1764618657466,1262,259,1
1764618657471,1256,256,1
1764618657481,1252,253,1
1764618657489,1248,249,1
1764618657500,1240,244,1
1764618657502,1236,241,1
1764618657513,1228,237,1
1764618657520,1218,235,1
1764618657529,1209,230,1
1764618657536,1197,224,1
1764618657544,1186,222,1
1764618657550,1177,216,1
1764618657560,1170,213,1
1764618657568,1161,206,1
1764618657576,1155,204,1
1764618657584,1146,200,1
1764618657592,1139,198,1
1764618657600,1130,192,1
1764618657608,1123,191,0
1764618657616,1115,186,0
1764618657624,1103,182,0
1764618657633,1093,178,0
1764618657640,1082,174,0
1764618657649,1072,172,0
1764618657656,1063,168,0
1764618657667,1053,165,0
1764618657671,1042,161,0
1764618657682,1035,159,0
1764618657686,1028,158,0
1764618657698,1020,154,0
1764618657703,1013,153,0
1764618657716,1006,151,0
1764618657719,1002,149,0
1764618657729,998,149,0
1764618657734,993,146,1
1764618657747,989,146,1
1764618657750,987,145,1
1764618657760,980,142,1
1764618657769,976,142,1
1764618657777,971,141,1
1764618657784,965,139,1
1764618657792,957,138,1
1764618657800,950,138,1
1764618657808,946,138,1
1764618657816,939,137,1
1764618657824,933,137,1
1764618657831,927,137,1
1764618657838,920,137,1
1764618657848,913,137,1
1764618657856,908,137,1
1764618657866,903,137,1
1764618657872,897,136,1
1764618657883,890,135,1
1764618657888,885,132,1
1764618657899,878,132,1
1764618657903,871,132,1
1764618657913,863,132,1
1764618657920,856,132,1
1764618657931,849,132,1
1764618657934,842,132,1
1764618657946,832,132,1
1764618657950,826,132,1
1764618657959,822,132,1
1764618657969,817,132,1
1764618657976,811,133,1
1764618657984,807,135,1
1764618657992,801,138,1
1764618658000,796,140,1
1764618658008,789,142,1
1764618658016,784,144,1
1764618658024,779,147,1
1764618658032,774,150,1
1764618658040,772,152,1
1764618658052,768,155,1
1764618658055,762,157,1
1764618658064,759,160,1
1764618658072,756,162,1
1764618658083,752,166,1
1764618658088,751,170,1
1764618658097,746,176,1
1764618658102,741,182,1
1764618658113,738,186,1
1764618658120,733,192,1
1764618658131,728,200,1
1764618658134,725,206,1
1764618658147,720,210,1
1764618658150,714,219,1
1764618658163,708,230,1
1764618658166,703,241,1
1764618658178,699,251,1
1764618658182,692,262,1
1764618658194,687,273,0
1764618658198,682,283,0
1764618658207,677,292,0
1764618658215,674,303,0
1764618658223,669,310,0
1764618658230,664,321,0
1764618658240,660,328,0
1764618658248,655,337,0
1764618658256,651,343,0
1764618658266,648,352,0
1764618658270,642,361,0
1764618658282,637,370,0
1764618658286,633,379,0
1764618658295,630,385,0
1764618658304,626,392,0
1764618658312,623,398,0
1764618658320,617,409,1
1764618658328,616,417,1
1764618658334,613,423,1
1764618658343,610,430,1
1764618658351,606,441,1
1764618658360,604,444,1
1764618658367,601,452,1
1764618658375,599,457,1
1764618658382,598,463,1
1764618658393,594,467,1
1764618658398,592,474,1
1764618658408,591,478,1
1764618658416,590,484,1
1764618658425,589,492,1
1764618658432,589,496,1
1764618658440,588,501,1
1764618658450,588,508,1
1764618658456,585,513,1
1764618658467,585,519,1
1764618658472,584,524,1
1764618658482,584,529,1
1764618658486,584,534,1
1764618658497,584,541,1
1764618658505,584,546,1
1764618658512,584,555,1
1764618658518,584,560,1
1764618658527,584,565,1
1764618658536,584,572,1
1764618658544,584,577,1
1764618658550,584,584,1
1764618658559,584,589,1
1764618658568,584,594,1
1764618658577,587,602,1
1764618658582,588,607,1
1764618658592,591,611,1
1764618658600,592,615,1
1764618658608,596,623,1
1764618658617,597,626,1
1764618658625,602,637,1
1764618658632,604,644,1
1764618658640,609,652,1
1764618658651,614,658,1
1764618658655,617,663,1
1764618658667,620,669,1
1764618658670,624,677,1
1764618658683,627,681,1
1764618658687,632,688,1
1764618658697,634,691,1
1764618658704,638,697,1
1764618658712,643,701,1
1764618658718,645,704,1
1764618658728,649,710,1
1764618658736,653,715,1
1764618658744,657,721,1
1764618658750,664,728,1
1764618658759,668,732,1
1764618658767,676,737,1
1764618658775,680,742,1
1764618658783,689,747,1
1764618658792,697,753,1
1764618658798,703,758,1
1764618658810,710,763,1
1764618658814,715,766,1
1764618658825,722,771,1
1764618658830,731,776,1
1764618658842,735,778,1
1764618658846,746,784,1
1764618658855,752,787,1
1764618658864,758,791,1
1764618658872,768,796,1
1764618658882,779,797,1
1764618658888,789,800,1
1764618658896,796,801,1
1764618658902,801,802,1
1764618658913,808,802,1
1764618658920,815,803,1
1764618658929,824,807,1
1764618658934,831,808,1
1764618658944,843,812,1
1764618658952,852,814,1
1764618658960,862,815,0
1764618658967,872,818,0
1764618658976,881,819,0
1764618658985,889,820,0
1764618658993,898,821,0
1764618658999,905,821,0
1764618659008,912,822,0
1764618659016,919,822,0
1764618659024,926,825,0
1764618659032,931,826,0
1764618659040,937,827,0
1764618659046,945,827,0
1764618659055,951,828,0
1764618659064,961,831,1
1764618659073,966,831,1
1764618659082,974,831,1
1764618659087,983,831,1
1764618659098,993,832,1
1764618659104,1002,832,1
1764618659113,1012,832,1
1764618659119,1020,832,1
1764618659128,1027,832,1
1764618659136,1035,832,1
1764618659144,1044,832,1
1764618659150,1050,832,1
1764618659160,1060,832,1
1764618659166,1067,832,1
1764618659175,1074,832,1
1764618659183,1084,832,1
1764618659193,1092,832,1
1764618659198,1102,832,1
1764618659208,1109,832,1
1764618659217,1116,832,1
1764618659224,1126,830,1
1764618659232,1133,829,1
1764618659240,1140,828,0
1764618659248,1149,826,0
1764618659256,1155,823,0
1764618659265,1162,820,0
1764618659272,1168,817,0
1764618659280,1174,814,0
1764618659288,1179,812,0
1764618659295,1187,805,0
1764618659303,1192,805,0
1764618659312,1197,801,0
1764618659320,1202,798,0
1764618659327,1208,792,0
1764618659335,1211,789,0
1764618659344,1217,785,0
1764618659350,1222,777,0
1764618659360,1225,774,0
1764618659369,1229,767,0
1764618659376,1238,759,0
1764618659384,1239,757,0
1764618659391,1243,753,0
1764618659401,1250,744,0
1764618659408,1252,738,0
1764618659416,1255,731,0
1764618659424,1257,727,0
1764618659433,1258,721,1
1764618659440,1263,712,1
1764618659449,1268,705,1
1764618659456,1269,696,1
1764618659464,1272,689,1
1764618659473,1275,682,1
1764618659481,1280,674,1
1764618659488,1283,665,1
1764618659498,1287,656,1
1764618659504,1288,649,1
1764618659511,1290,639,1
1764618659522,1293,630,1
1764618659526,1294,622,1
1764618659538,1297,611,1
1764618659544,1301,601,1
1764618659552,1306,590,1
1764618659559,1307,582,1
1764618659568,1310,573,1
1764618659574,1312,562,1
1764618659583,1314,551,1
1764618659592,1315,540,1
1764618659600,1316,529,1
1764618659608,1316,517,1
1764618659617,1317,503,1
1764618659624,1322,491,1
1764618659633,1322,483,1
1764618659640,1323,471,1
1764618659651,1323,460,1
1764618659656,1323,449,1
1764618659667,1323,438,1
1764618659672,1323,428,1
1764618659681,1323,419,1
1764618659688,1323,409,1
1764618659696,1323,401,1
1764618659704,1323,389,1
1764618659714,1323,383,1
1764618659721,1323,376,1
1764618659729,1323,369,0
1764618659736,1319,361,1
1764618659744,1317,356,1
1764618659753,1313,351,1
1764618659759,1313,350,1
1764618659768,1312,348,1
1764618659776,1310,344,1
1764618659784,1307,338,1
1764618659792,1305,335,1
1764618659802,1303,333,1
1764618659807,1299,327,1
1764618659817,1296,321,1
1764618659825,1290,315,1
1764618659835,1284,310,1
1764618659840,1279,304,1
1764618659848,1274,300,1
1764618659857,1270,295,1
1764618659867,1264,291,1
1764618659872,1255,281,1
1764618659881,1250,278,1
1764618659887,1241,270,1
1764618659897,1232,265,1
1764618659905,1223,258,1
1764618659912,1210,251,1
1764618659920,1204,247,1
1764618659930,1194,241,1
1764618659935,1186,236,1
1764618659944,1177,232,0
1764618659951,1171,228,0
1764618659961,1165,224,0
1764618659967,1160,221,0
1764618659977,1152,216,0
1764618659983,1146,211,0
1764618659991,1139,208,0
1764618660000,1131,205,0
1764618660006,1121,199,0
1764618660015,1112,197,0
1764618660024,1097,191,0
1764618660032,1085,189,0
1764618660039,1074,185,0
1764618660046,1067,182,0
1764618660055,1061,179,0
1764618660066,1054,176,0
1764618660072,1052,175,0
1764618660082,1048,173,0
1764618660088,1044,168,0
1764618660097,1040,166,0
1764618660104,1034,163,0
1764618660112,1031,162,0
1764618660120,1022,161,0
1764618660127,1014,157,0
1764618660134,1007,156,0
1764618660143,1004,155,0
1764618660152,998,152,0
1764618660160,994,151,0
1764618660168,989,150,0
1764618660176,985,150,0
1764618660183,982,149,0
1764618660192,977,149,0
1764618660200,970,147,0
1764618660209,966,146,0
1764618660217,958,145,0
1764618660225,949,144,1
1764618660232,937,144,1
1764618660240,927,144,1
1764618660248,917,144,1
1764618660255,912,141,1
1764618660265,905,141,1
1764618660271,900,141,1
1764618660283,896,141,1
1764618660288,892,141,1
1764618660296,887,141,1
1764618660304,883,141,1
1764618660314,881,141,1
1764618660319,877,141,1
1764618660330,873,141,1
1764618660336,868,141,1
1764618660345,863,141,1
1764618660352,856,142,1
1764618660360,851,143,1
1764618660368,840,147,1
1764618660376,833,148,1
1764618660383,825,149,1
1764618660392,817,153,1
1764618660399,812,155,1
1764618660408,804,159,1
1764618660416,797,161,1
1764618660425,790,165,1
1764618660432,782,167,1
1764618660440,778,170,1
1764618660452,771,174,1
1764618660455,760,179,1
1764618660464,751,183,1
1764618660472,742,187,1
1764618660482,736,191,1
1764618660489,730,195,1
1764618660495,725,199,1
1764618660504,718,204,1
1764618660513,712,208,1
1764618660520,708,212,1
1764618660529,704,216,1
1764618660536,698,220,1
1764618660544,691,229,1
1764618660552,687,233,1
1764618660560,682,238,1
1764618660567,674,246,1
1764618660574,670,250,1
1764618660583,662,258,1
1764618660591,658,263,1
1764618660599,651,272,1
1764618660607,647,279,1
1764618660615,644,285,1
1764618660623,640,292,1
1764618660631,636,300,1
1764618660639,633,306,1
1764618660647,631,313,1
1764618660654,630,317,1
1764618660665,626,322,1
1764618660671,624,327,1
1764618660680,622,331,1
1764618660687,620,336,1
1764618660698,616,344,1
1764618660702,614,348,1
1764618660710,613,355,1
1764618660719,609,362,1
1764618660730,607,369,1
1764618660734,603,378,1
1764618660743,602,384,1
1764618660751,601,392,1
1764618660758,597,401,1
1764618660768,594,410,1
1764618660775,590,422,1
1764618660783,589,431,1
1764618660790,585,441,1
1764618660798,582,452,1
1764618660807,581,460,1
1764618660816,577,471,1
1764618660824,577,481,1
1764618660832,576,493,1
1764618660839,575,500,1
1764618660846,572,507,1
1764618660854,571,515,1
1764618660867,571,522,1
1764618660869,570,529,1
1764618660881,570,536,1
1764618660887,570,541,1
1764618660896,570,545,1
1764618660901,570,549,1
1764618660910,569,554,1
1764618660918,569,559,1
1764618660926,569,564,0
1764618660934,569,568,0
1764618660942,569,573,0
1764618660950,569,577,0
1764618660959,569,581,0
1764618660967,569,587,0
1764618660975,569,592,0
1764618660983,569,597,0
1764618660995,572,606,0
1764618660998,573,609,0
1764618661008,574,614,0
1764618661014,577,621,0
1764618661025,579,625,0
1764618661032,583,633,0
1764618661040,585,638,0
1764618661047,586,642,0
1764618661056,589,647,0
1764618661066,594,654,0
1764618661071,596,658,0
1764618661082,602,664,0
1764618661088,606,670,0
1764618661099,608,674,0
1764618661102,613,682,0
1764618661114,615,687,0
1764618661118,620,693,0
1764618661128,625,699,0
1764618661135,627,704,0
1764618661144,629,704,1
1764618661150,633,706,1
1764618661160,637,711,1
1764618661168,642,717,1
1764618661176,645,723,1
1764618661183,649,729,1
1764618661191,654,735,1
1764618661198,657,740,1
1764618661206,662,745,1
1764618661217,669,751,1
1764618661223,674,756,1
1764618661230,678,759,1
1764618661239,680,762,1
1764618661246,683,764,1
1764618661257,687,766,1
1764618661264,691,769,1
1764618661273,696,772,1
1764618661281,701,775,1
1764618661292,707,778,1
1764618661294,713,780,1
1764618661304,719,785,1
1764618661311,723,786,1
1764618661323,730,790,1
1764618661327,737,792,1
1764618661336,744,795,1
1764618661344,750,796,1
1764618661350,760,798,1
1764618661360,767,801,1
1764618661368,778,802,1
1764618661377,786,803,1
1764618661384,798,805,1
1764618661392,807,807,1
1764618661400,817,808,1
1764618661407,826,810,1
1764618661416,836,811,1
1764618661424,848,813,1
1764618661432,856,815,1
1764618661438,866,815,0
1764618661448,875,815,0
1764618661456,887,816,0
1764618661464,898,816,0
1764618661471,907,816,0
1764618661487,923,816,0
1764618661498,930,816,0
1764618661505,940,817,0
1764618661511,948,820,0
1764618661521,954,820,0
1764618661529,964,820,0
1764618661538,973,820,0
1764618661544,981,820,0
1764618661553,990,821,0
1764618661560,997,822,0
1764618661569,1004,822,0
1764618661574,1012,822,0
1764618661582,1017,822,1
1764618661591,1022,822,1
1764618661600,1029,822,1
1764618661607,1034,822,1
1764618661616,1041,822,1
1764618661624,1048,822,1
1764618661632,1053,822,1
1764618661640,1058,822,1
1764618661651,1067,822,1
1764618661655,1069,822,1
1764618661668,1074,822,1
1764618661670,1079,822,1
1764618661682,1083,822,1
1764618661689,1089,822,1
1764618661700,1095,822,1
1764618661703,1098,822,1
1764618661711,1103,822,1
1764618661719,1107,822,1
1764618661729,1111,822,1
1764618661734,1113,822,1
1764618661744,1117,822,1
1764618661752,1125,820,1
1764618661760,1128,819,1
1764618661768,1132,818,1
1764618661776,1135,816,1
1764618661784,1139,815,1
1764618661793,1145,813,1
1764618661800,1152,809,1
1764618661808,1156,808,1
1764618661816,1160,807,1
1764618661824,1164,804,1
1764618661832,1168,803,1
1764618661839,1172,798,1
1764618661850,1175,796,1
1764618661854,1182,792,1
1764618661862,1186,787,1
1764618661872,1190,782,1
1764618661882,1194,778,1
1764618661887,1199,774,1
1764618661897,1200,767,1
1764618661903,1204,762,1
1764618661913,1207,759,1
1764618661918,1209,755,1
1764618661928,1213,751,1
1764618661936,1215,748,1
1764618661944,1215,745,1
1764618661951,1219,740,1
1764618661961,1222,733,1
1764618661968,1223,730,1
1764618661976,1226,723,1
1764618661985,1227,716,1
1764618661992,1229,709,1
1764618662000,1232,700,1
1764618662008,1237,693,1
1764618662019,1239,684,1
1764618662023,1241,678,1
1764618662033,1242,673,1
1764618662040,1245,663,1
1764618662048,1249,657,1
1764618662056,1251,650,0
1764618662066,1255,642,0
1764618662071,1257,635,0
1764618662083,1258,630,0
1764618662087,1260,625,0
1764618662099,1261,620,0
1764618662102,1266,614,0
1764618662114,1269,604,0
1764618662121,1274,596,0
1764618662131,1277,589,0
1764618662134,1281,583,1
1764618662144,1286,571,1
1764618662152,1287,565,1
1764618662161,1290,558,1
1764618662166,1292,549,1
1764618662176,1293,542,1
1764618662185,1297,535,1
1764618662193,1298,528,1
1764618662201,1302,519,1
1764618662208,1303,513,1
1764618662216,1304,506,1
1764618662223,1306,499,1
1764618662231,1309,492,1
1764618662240,1309,488,1
1764618662250,1310,482,1
1764618662255,1310,477,1
1764618662264,1310,473,1
1764618662272,1310,468,1
1764618662281,1310,461,1
1764618662289,1310,457,1
1764618662297,1310,453,1
1764618662304,1310,447,1
1764618662312,1310,442,1
1764618662319,1310,437,1
1764618662328,1310,433,1
1764618662336,1310,428,1
1764618662343,1310,423,1
1764618662350,1310,418,1
1764618662361,1310,413,1
1764618662368,1310,409,1
1764618662377,1310,406,1
1764618662385,1309,401,1
1764618662391,1308,396,1
1764618662400,1307,392,1
1764618662408,1306,386,1
1764618662417,1306,380,1
1764618662423,1304,374,1
1764618662432,1301,365,1
1764618662440,1300,363,1
1764618662449,1296,354,1
1764618662456,1295,347,1
1764618662468,1291,342,1
1764618662472,1289,336,1
1764618662480,1285,330,1
1764618662488,1283,323,1
1764618662499,1283,322,1
1764618662504,1280,315,1
1764618662512,1275,311,1
1764618662520,1273,305,1
1764618662530,1268,299,1
1764618662536,1263,290,1
1764618662544,1260,288,1
1764618662552,1256,284,1
1764618662559,1252,279,1
1764618662568,1246,273,1
1764618662577,1244,270,1
1764618662586,1239,266,1
1764618662591,1233,260,1
1764618662602,1226,254,1
1764618662608,1216,246,1
1764618662615,1207,239,1
1764618662622,1196,232,1
1764618662631,1187,226,1
1764618662640,1181,221,1
1764618662650,1170,214,1
1764618662656,1163,211,1
1764618662667,1154,207,1
1764618662670,1147,203,1
1764618662682,1139,197,1
1764618662686,1132,192,1
1764618662700,1124,188,1
1764618662702,1114,183,1
1764618662714,1098,174,1
1764618662719,1080,168,1
1764618662731,1056,161,0
1764618662736,1041,156,1
1764618662744,1032,153,1
1764618662753,1027,152,1
1764618662761,1021,147,1
1764618662768,1013,142,1
1764618662776,1007,140,1
1764618662784,1002,137,1
1764618662792,998,136,1
1764618662801,990,133,1
1764618662807,986,131,1
1764618662816,981,130,1
1764618662824,974,129,1
1764618662831,967,129,1
1764618662841,962,129,1
1764618662853,958,129,1
1764618662856,953,129,1
1764618662867,951,129,1
1764618662870,948,129,1
1764618662881,944,129,1
1764618662886,942,129,1
1764618662897,939,129,1
1764618662903,935,129,1
1764618662913,931,129,1
1764618662919,928,129,1
1764618662927,920,129,1
1764618662936,913,129,1
1764618662946,903,132,1
1764618662951,894,133,1
1764618662961,882,136,1
1764618662966,870,140,1
1764618662978,856,142,1
1764618662982,844,146,1
1764618662996,832,149,1
1764618662998,822,153,1
1764618663009,813,155,1
1764618663015,803,159,1
1764618663026,796,161,1
1764618663030,785,164,1
1764618663041,779,167,1
1764618663047,772,170,1
1764618663056,768,172,1
1764618663064,764,173,1
1764618663072,758,177,1
1764618663083,753,179,1
1764618663086,745,183,1
1764618663099,738,187,1
1764618663102,732,190,1
1764618663111,726,195,1
1764618663119,720,200,1
1764618663128,714,203,1
1764618663136,707,208,1
1764618663144,699,215,1
1764618663151,693,221,1
1764618663162,690,224,1
1764618663167,684,228,1
1764618663177,678,236,1
1764618663183,675,240,1
1764618663193,669,248,1
1764618663199,666,252,1
1764618663209,663,257,1
1764618663216,659,262,1
1764618663230,652,276,1
1764618663242,650,281,1
1764618663247,647,290,1
1764618663258,646,295,1
1764618663264,642,308,1
1764618663273,641,315,1
1764618663281,641,321,1
1764618663288,640,325,1
1764618663297,636,333,1
1764618663304,634,343,1
1764618663312,631,350,1
1764618663320,629,357,1
1764618663328,629,364,1
1764618663335,626,376,1
1764618663343,624,385,1
1764618663352,618,394,1
1764618663360,616,403,1
1764618663368,612,415,1
1764618663375,611,425,1
1764618663385,605,434,1
1764618663392,605,441,1
1764618663399,603,451,1
1764618663408,597,465,1
1764618663415,596,474,1
1764618663424,592,486,1
1764618663430,590,496,1
1764618663439,588,509,1
1764618663448,588,516,1
1764618663457,586,527,1
1764618663464,583,535,1
1764618663474,582,541,1
1764618663480,582,548,1
1764618663490,579,556,1
1764618663498,578,562,1
1764618663507,578,567,1
1764618663512,578,575,1
1764618663521,578,582,1
1764618663527,578,589,1
1764618663536,578,597,0
1764618663544,578,604,0
1764618663551,578,611,0
1764618663560,578,616,0
1764618663568,578,620,0
1764618663576,578,624,0
1764618663584,579,629,0
1764618663592,579,631,0
1764618663600,580,634,0
1764618663608,581,638,0
1764618663616,585,644,0
1764618663625,586,646,0
1764618663631,587,651,0
1764618663640,590,655,0
1764618663651,592,661,0
1764618663655,597,669,0
1764618663667,599,673,0
1764618663671,602,678,0
1764618663682,604,684,0
1764618663686,607,688,0
1764618663696,612,696,0
1764618663704,615,700,0
1764618663713,619,704,0
1764618663718,621,710,0
1764618663728,626,716,0
1764618663734,630,721,0
1764618663744,634,727,0
1764618663753,638,731,0
1764618663760,643,736,0
1764618663768,646,737,0
1764618663776,651,742,0
1764618663784,657,747,0
1764618663792,665,752,0
1764618663801,670,755,0
1764618663808,676,760,1
1764618663815,682,763,1
1764618663823,687,767,1
1764618663832,691,770,1
1764618663841,694,772,1
1764618663851,702,776,1
1764618663856,709,780,1
1764618663867,714,783,1
1764618663869,719,787,1
1764618663883,728,792,1
1764618663887,733,794,1
1764618663899,740,798,1
1764618663902,743,798,1
1764618663912,749,800,1
1764618663919,756,801,1
1764618663928,765,806,1
1764618663934,774,808,1
1764618663944,783,811,1
1764618663953,793,814,1
1764618663960,802,817,1
1764618663966,811,818,1
1764618663976,819,819,1
1764618663985,828,819,1
1764618663992,838,820,1
1764618664000,846,820,1
1764618664008,857,823,1
1764618664015,868,823,1
1764618664025,880,823,1
1764618664030,892,823,1
1764618664041,903,823,0
1764618664046,915,823,0
1764618664059,928,823,0
1764618664063,941,823,0
1764618664074,953,823,0
1764618664083,966,823,0
1764618664086,978,823,0
1764618664099,988,823,0
1764618664102,996,823,0
1764618664113,1003,823,0
1764618664121,1010,821,0
1764618664128,1017,821,0
1764618664134,1023,820,0
1764618664144,1026,820,1
1764618664152,1031,820,1
1764618664160,1035,818,1
1764618664167,1039,817,1
1764618664176,1046,817,1
1764618664184,1052,816,1
1764618664192,1055,815,1
1764618664199,1063,812,1
1764618664207,1070,812,1
1764618664214,1075,811,1
1764618664225,1082,809,1
1764618664230,1089,807,1
1764618664239,1093,806,1
1764618664246,1098,806,1
1764618664256,1104,805,1
1764618664262,1113,801,1
1764618664271,1118,800,1
1764618664279,1127,798,1
